"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"San Juan County Public Hospital District #3 Hospital Commissioner 3","SJ","Arthur Lange","Orcas West","22","414"
"San Juan County Public Hospital District #3 Hospital Commissioner 3","SJ","Leif","Orcas West","22","48"
"San Juan County Public Hospital District #3 Hospital Commissioner 3","SJ","Arthur Lange","Orcas Central","23","385"
"San Juan County Public Hospital District #3 Hospital Commissioner 3","SJ","Leif","Orcas Central","23","35"
"San Juan County Public Hospital District #3 Hospital Commissioner 3","SJ","Arthur Lange","Eastsound","24","393"
"San Juan County Public Hospital District #3 Hospital Commissioner 3","SJ","Leif","Eastsound","24","55"
"San Juan County Public Hospital District #3 Hospital Commissioner 3","SJ","Arthur Lange","Orcas East","25","382"
"San Juan County Public Hospital District #3 Hospital Commissioner 3","SJ","Leif","Orcas East","25","28"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Richard (R.J.) Myers","Total","-1","156"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Bill Bangs","Total","-1","230"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Steve Hulley","Total","-1","48"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","John Dann","Total","-1","75"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Diane L Boteler","Total","-1","1376"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Richard (R.J.) Myers","Orcas West","22","56"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Bill Bangs","Orcas West","22","54"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Steve Hulley","Orcas West","22","12"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","John Dann","Orcas West","22","18"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Diane L Boteler","Orcas West","22","356"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Richard (R.J.) Myers","Orcas Central","23","21"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Bill Bangs","Orcas Central","23","78"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Steve Hulley","Orcas Central","23","15"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","John Dann","Orcas Central","23","15"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Diane L Boteler","Orcas Central","23","336"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Richard (R.J.) Myers","Eastsound","24","41"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Bill Bangs","Eastsound","24","60"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Steve Hulley","Eastsound","24","7"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","John Dann","Eastsound","24","18"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Diane L Boteler","Eastsound","24","349"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Richard (R.J.) Myers","Orcas East","25","38"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Bill Bangs","Orcas East","25","38"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Steve Hulley","Orcas East","25","14"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","John Dann","Orcas East","25","24"
"San Juan County Public Hospital District #3 Hospital Commissioner 4","SJ","Diane L Boteler","Orcas East","25","335"
"San Juan County Public Hospital District #3 Hospital Commissioner 5","SJ","Patricia Miller","Total","-1","1426"
"San Juan County Public Hospital District #3 Hospital Commissioner 5","SJ","Patricia Miller","Orcas West","22","381"
"San Juan County Public Hospital District #3 Hospital Commissioner 5","SJ","Patricia Miller","Orcas Central","23","327"
"San Juan County Public Hospital District #3 Hospital Commissioner 5","SJ","Patricia Miller","Eastsound","24","374"
"San Juan County Public Hospital District #3 Hospital Commissioner 5","SJ","Patricia Miller","Orcas East","25","344"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Approved","Total","-1","534"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Rejected","Total","-1","432"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Approved","2101.480","2101","103"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Rejected","2101.480","2101","58"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Approved","2102.480","2102","84"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Rejected","2102.480","2102","85"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Approved","2103.480","2103","112"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Rejected","2103.480","2103","69"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Approved","2701.54","2701","8"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Rejected","2701.54","2701","3"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Approved","3103.48","3103","77"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Rejected","3103.48","3103","52"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Approved","3104.","3104","72"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Rejected","3104.","3104","100"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Approved","3309.48","3309","78"
"TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","YA","Rejected","3309.48","3309","65"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","Total","-1","1130"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","Total","-1","908"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","1701.460","1701","103"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","1701.460","1701","56"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","1703.460","1703","109"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","1703.460","1703","79"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","1704.459","1704","0"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","1704.459","1704","0"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","1705.460","1705","215"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","1705.460","1705","130"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","1706.459","1706","136"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","1706.459","1706","72"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","1708.4(*)","1708","0"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","1708.4(*)","1708","0"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","3304.(*)","3304","0"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","3304.(*)","3304","0"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","4109.463","4109","161"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","4109.463","4109","176"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","4303.463","4303","43"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","4303.463","4303","44"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","4615.46","4615","99"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","4615.46","4615","88"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","4616.46","4616","51"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","4616.46","4616","60"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","4618.4","4618","58"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","4618.4","4618","50"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","4628.","4628","29"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","4628.","4628","35"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Approved","5001.461","5001","26"
"SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","YA","Rejected","5001.461","5001","41"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Approved","Total","-1","529"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Rejected","Total","-1","169"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Approved","Baleville(*)","1","0"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Rejected","Baleville(*)","1","0"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Approved","Bay Center","2","101"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Rejected","Bay Center","2","54"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Approved","Eklund Park","4","57"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Rejected","Eklund Park","4","10"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Approved","Nemah(*)","15","0"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Rejected","Nemah(*)","15","0"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Approved","South Bend 1 R","28","31"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Rejected","South Bend 1 R","28","5"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Approved","South Bend 3R(*)","29","0"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Rejected","South Bend 3R(*)","29","0"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Approved","South Bend 2R","30","7"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Rejected","South Bend 2R","30","2"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Approved","Raymond W1p1","105","6"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Rejected","Raymond W1p1","105","2"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Approved","South Bend 1","113","131"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Rejected","South Bend 1","113","38"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Approved","South Bend 2","115","85"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Rejected","South Bend 2","115","21"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Approved","South Bend 3","117","109"
"School District #118 PROPOSITION 1  SOUTH BEND SCHOOL DISTRICT NO. 118 BONDS TO CONSTRUCT A NEW ELEMENTARY SCHOOL","PA","Rejected","South Bend 3","117","33"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","Total","-1","5474"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","Total","-1","4116"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","140","140","46"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","140","140","42"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","141","141","6"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","141","141","7"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","142","142","6"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","142","142","4"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","143","143","7"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","143","143","2"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","144","144","3"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","144","144","6"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","145","145","10"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","145","145","19"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","146","146","27"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","146","146","45"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","147","147","132"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","147","147","239"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","148","148","68"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","148","148","87"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","149","149","74"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","149","149","73"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","150","150","29"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","150","150","27"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","152","152","2"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","152","152","3"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","153","153","308"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","153","153","301"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","154","154","295"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","154","154","246"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","155","155","96"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","155","155","83"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","156","156","26"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","156","156","27"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","157","157","192"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","157","157","220"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","158","158","57"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","158","158","58"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","159(*)","159","0"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","159(*)","159","0"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","400","400","180"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","REJECTED","400","400","106"
"WENATCHEE SCHOOL DISTRICT NO. 246 PROPOSITION NO. 1 BONDS TO EXPAND AND MODERNIZE WENATCHEE HIGH SCHOOL","CH","APPROVED ","410","410","186"
