Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
B-D 05-0239,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
KEN 47-0246,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Registered Voters,498
KEN 47-0246,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Counted,164
KEN 47-0246,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Under Voted,0
KEN 47-0246,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,<NP>,Rejected,109
KEN 47-0246,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,<NP>,Approved,55
KEN 47-0246,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
KEN 47-0246,City of Kent Proposition A,47,7,8,Total,NP,Registered Voters,498
KEN 47-0246,City of Kent Proposition A,47,7,8,Total,NP,Times Counted,164
KEN 47-0246,City of Kent Proposition A,47,7,8,Total,NP,Times Under Voted,0
KEN 47-0246,City of Kent Proposition A,47,7,8,Total,<NP>,Approved,66
KEN 47-0246,City of Kent Proposition A,47,7,8,Total,<NP>,Rejected,98
KEN 47-0246,City of Kent Proposition A,47,7,8,Total,NP,Times Over Voted,0
KEN 33-0270,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Registered Voters,278
KEN 33-0270,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Counted,25
KEN 33-0270,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Under Voted,0
KEN 33-0270,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Rejected,9
KEN 33-0270,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Approved,16
KEN 33-0270,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Over Voted,0
KEN 33-0270,City of Kent Proposition A,33,5,9,Total,NP,Registered Voters,278
KEN 33-0270,City of Kent Proposition A,33,5,9,Total,NP,Times Counted,25
KEN 33-0270,City of Kent Proposition A,33,5,9,Total,NP,Times Under Voted,1
KEN 33-0270,City of Kent Proposition A,33,5,9,Total,<NP>,Approved,10
KEN 33-0270,City of Kent Proposition A,33,5,9,Total,<NP>,Rejected,14
KEN 33-0270,City of Kent Proposition A,33,5,9,Total,NP,Times Over Voted,0
COV 47-0279,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,680
COV 47-0279,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,146
COV 47-0279,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
COV 47-0279,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,73
COV 47-0279,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,73
COV 47-0279,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
CEDAR PARK,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,NP,Registered Voters,185
CEDAR PARK,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,NP,Times Counted,61
CEDAR PARK,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,NP,Times Under Voted,0
CEDAR PARK,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,<NP>,Yes,27
CEDAR PARK,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,<NP>,No,34
CEDAR PARK,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,NP,Times Over Voted,0
CEDAR RIVER,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Registered Voters,468
CEDAR RIVER,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Counted,220
CEDAR RIVER,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Under Voted,0
CEDAR RIVER,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,Yes,103
CEDAR RIVER,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,No,117
CEDAR RIVER,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
COV 47-0313,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,547
COV 47-0313,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,166
COV 47-0313,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
COV 47-0313,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,101
COV 47-0313,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,65
COV 47-0313,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
CHERRY VALLEY,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Registered Voters,567
CHERRY VALLEY,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Times Counted,194
CHERRY VALLEY,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Times Under Voted,0
CHERRY VALLEY,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,<NP>,Approved,127
CHERRY VALLEY,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,<NP>,Rejected,67
CHERRY VALLEY,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Times Over Voted,0
CLOVER,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,564
CLOVER,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,133
CLOVER,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
CLOVER,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,78
CLOVER,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,55
CLOVER,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
DORRE DON,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Registered Voters,803
DORRE DON,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Counted,352
DORRE DON,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Under Voted,0
DORRE DON,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,Yes,196
DORRE DON,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,No,156
DORRE DON,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
DUV 45-0389,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Registered Voters,391
DUV 45-0389,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Times Counted,93
DUV 45-0389,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Times Under Voted,0
DUV 45-0389,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,<NP>,Approved,52
DUV 45-0389,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,<NP>,Rejected,41
DUV 45-0389,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Times Over Voted,0
RNT 11-0404,Tahoma School District No. 409 Proposition No. 1,11,9,9,Total,NP,Registered Voters,13
RNT 11-0404,Tahoma School District No. 409 Proposition No. 1,11,9,9,Total,NP,Times Counted,1
RNT 11-0404,Tahoma School District No. 409 Proposition No. 1,11,9,9,Total,NP,Times Under Voted,0
RNT 11-0404,Tahoma School District No. 409 Proposition No. 1,11,9,9,Total,<NP>,Yes,1
RNT 11-0404,Tahoma School District No. 409 Proposition No. 1,11,9,9,Total,<NP>,No,0
RNT 11-0404,Tahoma School District No. 409 Proposition No. 1,11,9,9,Total,NP,Times Over Voted,0
KEN 47-0439,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Registered Voters,624
KEN 47-0439,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Counted,175
KEN 47-0439,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Under Voted,0
KEN 47-0439,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Rejected,100
KEN 47-0439,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Approved,75
KEN 47-0439,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Over Voted,0
KEN 47-0439,City of Kent Proposition A,47,5,9,Total,NP,Registered Voters,624
KEN 47-0439,City of Kent Proposition A,47,5,9,Total,NP,Times Counted,175
KEN 47-0439,City of Kent Proposition A,47,5,9,Total,NP,Times Under Voted,0
KEN 47-0439,City of Kent Proposition A,47,5,9,Total,<NP>,Approved,68
KEN 47-0439,City of Kent Proposition A,47,5,9,Total,<NP>,Rejected,107
KEN 47-0439,City of Kent Proposition A,47,5,9,Total,NP,Times Over Voted,0
KEN 33-0453,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Registered Voters,798
KEN 33-0453,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Counted,183
KEN 33-0453,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Under Voted,0
KEN 33-0453,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Rejected,114
KEN 33-0453,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Approved,69
KEN 33-0453,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Over Voted,0
KEN 33-0453,City of Kent Proposition A,33,5,9,Total,NP,Registered Voters,798
KEN 33-0453,City of Kent Proposition A,33,5,9,Total,NP,Times Counted,183
KEN 33-0453,City of Kent Proposition A,33,5,9,Total,NP,Times Under Voted,0
KEN 33-0453,City of Kent Proposition A,33,5,9,Total,<NP>,Approved,78
KEN 33-0453,City of Kent Proposition A,33,5,9,Total,<NP>,Rejected,105
KEN 33-0453,City of Kent Proposition A,33,5,9,Total,NP,Times Over Voted,0
GRASS LAKE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,121
GRASS LAKE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,42
GRASS LAKE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
GRASS LAKE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,32
GRASS LAKE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,10
GRASS LAKE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
KEN 47-0482,Puget Sound Regional Fire Authority Proposition No. 1,47,5,8,Total,NP,Registered Voters,758
KEN 47-0482,Puget Sound Regional Fire Authority Proposition No. 1,47,5,8,Total,NP,Times Counted,166
KEN 47-0482,Puget Sound Regional Fire Authority Proposition No. 1,47,5,8,Total,NP,Times Under Voted,0
KEN 47-0482,Puget Sound Regional Fire Authority Proposition No. 1,47,5,8,Total,<NP>,Rejected,106
KEN 47-0482,Puget Sound Regional Fire Authority Proposition No. 1,47,5,8,Total,<NP>,Approved,60
KEN 47-0482,Puget Sound Regional Fire Authority Proposition No. 1,47,5,8,Total,NP,Times Over Voted,0
KEN 47-0482,City of Kent Proposition A,47,5,8,Total,NP,Registered Voters,758
KEN 47-0482,City of Kent Proposition A,47,5,8,Total,NP,Times Counted,166
KEN 47-0482,City of Kent Proposition A,47,5,8,Total,NP,Times Under Voted,0
KEN 47-0482,City of Kent Proposition A,47,5,8,Total,<NP>,Approved,62
KEN 47-0482,City of Kent Proposition A,47,5,8,Total,<NP>,Rejected,104
KEN 47-0482,City of Kent Proposition A,47,5,8,Total,NP,Times Over Voted,0
HAM LAKE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,480
HAM LAKE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,162
HAM LAKE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
HAM LAKE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,103
HAM LAKE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,59
HAM LAKE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
KEN 47-0498,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,230
KEN 47-0498,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,52
KEN 47-0498,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
KEN 47-0498,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,27
KEN 47-0498,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,25
KEN 47-0498,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
KEN 47-0498,City of Kent Proposition A,47,9,8,Total,NP,Registered Voters,230
KEN 47-0498,City of Kent Proposition A,47,9,8,Total,NP,Times Counted,52
KEN 47-0498,City of Kent Proposition A,47,9,8,Total,NP,Times Under Voted,1
KEN 47-0498,City of Kent Proposition A,47,9,8,Total,<NP>,Approved,22
KEN 47-0498,City of Kent Proposition A,47,9,8,Total,<NP>,Rejected,29
KEN 47-0498,City of Kent Proposition A,47,9,8,Total,NP,Times Over Voted,0
HOBART,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Registered Voters,614
HOBART,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Counted,284
HOBART,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Under Voted,0
HOBART,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,Yes,140
HOBART,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,No,144
HOBART,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
M-V 05-0528,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Registered Voters,345
M-V 05-0528,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Counted,213
M-V 05-0528,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Under Voted,0
M-V 05-0528,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,Yes,78
M-V 05-0528,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,No,135
M-V 05-0528,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
HUTCHINSON,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Registered Voters,0
HUTCHINSON,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Counted,0
HUTCHINSON,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Under Voted,0
HUTCHINSON,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,Yes,0
HUTCHINSON,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,No,0
HUTCHINSON,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
JEFFERSON,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Registered Voters,9
JEFFERSON,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Counted,2
JEFFERSON,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Under Voted,0
JEFFERSON,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,<NP>,Rejected,2
JEFFERSON,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,<NP>,Approved,0
JEFFERSON,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
COV 47-0566,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,779
COV 47-0566,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,146
COV 47-0566,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
COV 47-0566,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,89
COV 47-0566,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,57
COV 47-0566,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
KEN 33-0575,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Registered Voters,446
KEN 33-0575,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Counted,82
KEN 33-0575,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Under Voted,0
KEN 33-0575,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Rejected,43
KEN 33-0575,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Approved,39
KEN 33-0575,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Over Voted,0
KEN 33-0575,City of Kent Proposition A,33,5,9,Total,NP,Registered Voters,446
KEN 33-0575,City of Kent Proposition A,33,5,9,Total,NP,Times Counted,82
KEN 33-0575,City of Kent Proposition A,33,5,9,Total,NP,Times Under Voted,1
KEN 33-0575,City of Kent Proposition A,33,5,9,Total,<NP>,Approved,38
KEN 33-0575,City of Kent Proposition A,33,5,9,Total,<NP>,Rejected,43
KEN 33-0575,City of Kent Proposition A,33,5,9,Total,NP,Times Over Voted,0
KEN 33-0576,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Registered Voters,434
KEN 33-0576,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Counted,102
KEN 33-0576,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Under Voted,2
KEN 33-0576,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Rejected,52
KEN 33-0576,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Approved,48
KEN 33-0576,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Over Voted,0
KEN 33-0576,City of Kent Proposition A,33,5,9,Total,NP,Registered Voters,434
KEN 33-0576,City of Kent Proposition A,33,5,9,Total,NP,Times Counted,102
KEN 33-0576,City of Kent Proposition A,33,5,9,Total,NP,Times Under Voted,1
KEN 33-0576,City of Kent Proposition A,33,5,9,Total,<NP>,Approved,52
KEN 33-0576,City of Kent Proposition A,33,5,9,Total,<NP>,Rejected,49
KEN 33-0576,City of Kent Proposition A,33,5,9,Total,NP,Times Over Voted,0
KEN 33-0577,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Registered Voters,565
KEN 33-0577,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Counted,136
KEN 33-0577,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Under Voted,1
KEN 33-0577,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Rejected,61
KEN 33-0577,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Approved,74
KEN 33-0577,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Over Voted,0
KEN 33-0577,City of Kent Proposition A,33,5,9,Total,NP,Registered Voters,565
KEN 33-0577,City of Kent Proposition A,33,5,9,Total,NP,Times Counted,136
KEN 33-0577,City of Kent Proposition A,33,5,9,Total,NP,Times Under Voted,2
KEN 33-0577,City of Kent Proposition A,33,5,9,Total,<NP>,Approved,81
KEN 33-0577,City of Kent Proposition A,33,5,9,Total,<NP>,Rejected,53
KEN 33-0577,City of Kent Proposition A,33,5,9,Total,NP,Times Over Voted,0
KEN 33-0578,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Registered Voters,565
KEN 33-0578,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Counted,108
KEN 33-0578,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Under Voted,0
KEN 33-0578,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Rejected,35
KEN 33-0578,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Approved,73
KEN 33-0578,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Over Voted,0
KEN 33-0578,City of Kent Proposition A,33,5,9,Total,NP,Registered Voters,565
KEN 33-0578,City of Kent Proposition A,33,5,9,Total,NP,Times Counted,108
KEN 33-0578,City of Kent Proposition A,33,5,9,Total,NP,Times Under Voted,0
KEN 33-0578,City of Kent Proposition A,33,5,9,Total,<NP>,Approved,61
KEN 33-0578,City of Kent Proposition A,33,5,9,Total,<NP>,Rejected,47
KEN 33-0578,City of Kent Proposition A,33,5,9,Total,NP,Times Over Voted,0
KEN 33-0581,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Registered Voters,790
KEN 33-0581,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Counted,188
KEN 33-0581,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Under Voted,0
KEN 33-0581,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Rejected,65
KEN 33-0581,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Approved,123
KEN 33-0581,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Over Voted,0
KEN 33-0581,City of Kent Proposition A,33,5,9,Total,NP,Registered Voters,790
