"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Benton","Kennewick School District 17 Proposition 16-5 REPLACEMENT MAINTENACE AND OPERATION LEVY","Levy-Yes","","10404","65.9316","Kennewick School District 17"
"Benton","Kennewick School District 17 Proposition 16-5 REPLACEMENT MAINTENACE AND OPERATION LEVY","Levy-No","","5376","34.0684","Kennewick School District 17"
"Benton","Paterson School District 50 Proposition 16-2 REPLACEMENT OF EXPIRING MAINTENANCE AND OPERATION LEVY","Levy-Yes","","61","77.2152","Paterson School District 50"
"Benton","Paterson School District 50 Proposition 16-2 REPLACEMENT OF EXPIRING MAINTENANCE AND OPERATION LEVY","Levy-No","","18","22.7848","Paterson School District 50"
"Benton","Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","Levy-Yes","","890","54.2683","Kiona-Benton City School District 52"
"Benton","Kiona-Benton City School District 52 Proposition 16-3 MAINTENANCE AND OPERATION REPLACEMENT LEVY","Levy-No","","750","45.7317","Kiona-Benton City School District 52"
"Benton","Finley School District 53 Proposition 16-4 REPLACEMENT MAINTENANCE AND OPERATION LEVY","Levy-Yes","","512","63.6025","Finley School District 53"
"Benton","Finley School District 53 Proposition 16-4 REPLACEMENT MAINTENANCE AND OPERATION LEVY","Levy-No","","293","36.3975","Finley School District 53"
"Benton","Richland School District 400 Proposition 16-1 REPLACEMENT OF EXPIRING MAINTENANCE, EDUCATIONAL PROGRAMS AND OPERATION LEVY","Levy-Yes","","10741","72.8401","Richland School District 400"
"Benton","Richland School District 400 Proposition 16-1 REPLACEMENT OF EXPIRING MAINTENANCE, EDUCATIONAL PROGRAMS AND OPERATION LEVY","Levy-No","","4005","27.1599","Richland School District 400"
"Chelan","LAKE CHELAN SCHOOL DIST NO 129 PROPOSITION 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY . . . YES ","","1142","64.4833","LAKE CHELAN SCHOOL DIST NO 129"
"Chelan","LAKE CHELAN SCHOOL DIST NO 129 PROPOSITION 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY . . . NO","","629","35.5167","LAKE CHELAN SCHOOL DIST NO 129"
"Chelan","LAKE CHELAN SCHOOL DIST NO 129 PROPOSITION 2 CAPITAL LEVY FOR EDUCATIONAL TECHNOLOGY IMPROVEMENTS","LEVY . . . YES ","","1080","62.5362","LAKE CHELAN SCHOOL DIST NO 129"
"Chelan","LAKE CHELAN SCHOOL DIST NO 129 PROPOSITION 2 CAPITAL LEVY FOR EDUCATIONAL TECHNOLOGY IMPROVEMENTS","LEVY . . . NO ","","647","37.4638","LAKE CHELAN SCHOOL DIST NO 129"
"Clallam","CRESCENT SCHOOL DISTRICT 313 Proposition No. 1 School Maintenance and Operation Levy","Yes","","537","66.0517","CRESCENT SCHOOL DISTRICT 313"
"Clallam","CRESCENT SCHOOL DISTRICT 313 Proposition No. 1 School Maintenance and Operation Levy","No","","276","33.9483","CRESCENT SCHOOL DISTRICT 313"
"Clallam","CRESCENT SCHOOL DISTRICT 313 Proposition No. 2 Capital Projects Levy","Yes","","533","65.5597","CRESCENT SCHOOL DISTRICT 313"
"Clallam","CRESCENT SCHOOL DISTRICT 313 Proposition No. 2 Capital Projects Levy","No","","280","34.4403","CRESCENT SCHOOL DISTRICT 313"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Proposition No. 1 School Improvements General Obligation Bonds - $54,000,000","APPROVED","","8001","57.3631","SEQUIM SCHOOL DISTRICT 323"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Proposition No. 1 School Improvements General Obligation Bonds - $54,000,000","REJECTED","","5947","42.6369","SEQUIM SCHOOL DISTRICT 323"
"Clark","CAMAS SCHOOL DISTRICT NO. 117 Proposition No. 1 Bonds to Improve Safety, and Construct and Renovate School Facilities","Approved","","4778","63.1342","CAMAS SCHOOL DISTRICT NO. 117"
"Clark","CAMAS SCHOOL DISTRICT NO. 117 Proposition No. 1 Bonds to Improve Safety, and Construct and Renovate School Facilities","Rejected","","2790","36.8658","CAMAS SCHOOL DISTRICT NO. 117"
"Clark","EVERGREEN SCHOOL DISTRICT NO. 114 Proposition No. 1 School Program Replacement Levy","Yes","","13398","61.6482","EVERGREEN SCHOOL DISTRICT NO. 114"
"Clark","EVERGREEN SCHOOL DISTRICT NO. 114 Proposition No. 1 School Program Replacement Levy","No","","8335","38.3518","EVERGREEN SCHOOL DISTRICT NO. 114"
"Clark","GREEN MOUNTAIN SCHOOL DISTRICT NO. 103 Proposition No. 1 Replacement Maintenance and Operations Levy","Yes","","132","59.1928","GREEN MOUNTAIN SCHOOL DISTRICT NO. 103"
"Clark","GREEN MOUNTAIN SCHOOL DISTRICT NO. 103 Proposition No. 1 Replacement Maintenance and Operations Levy","No","","91","40.8072","GREEN MOUNTAIN SCHOOL DISTRICT NO. 103"
"Clark","HOCKINSON SCHOOL DISTRICT NO. 98 Proposition No. 2 Replacement of Expiring School Programs, Maintenance and Operations Levy","Yes","","1335","54.4232","HOCKINSON SCHOOL DISTRICT NO. 98"
"Clark","HOCKINSON SCHOOL DISTRICT NO. 98 Proposition No. 2 Replacement of Expiring School Programs, Maintenance and Operations Levy","No","","1118","45.5768","HOCKINSON SCHOOL DISTRICT NO. 98"
"Clark","LA CENTER SCHOOL DISTRICT NO. 101 Proposition No. 1 Replacement Maintenance and Operations Levy","Yes","","1279","58.11","LA CENTER SCHOOL DISTRICT NO. 101"
"Clark","LA CENTER SCHOOL DISTRICT NO. 101 Proposition No. 1 Replacement Maintenance and Operations Levy","No","","922","41.89","LA CENTER SCHOOL DISTRICT NO. 101"
"Clark","RIDGEFIELD SCHOOL DISTRICT NO. 122 Proposition No. 1 Educational Maintenance and Operations Levy","Yes","","2636","64.1363","RIDGEFIELD SCHOOL DISTRICT NO. 122"
"Clark","RIDGEFIELD SCHOOL DISTRICT NO. 122 Proposition No. 1 Educational Maintenance and Operations Levy","No","","1474","35.8637","RIDGEFIELD SCHOOL DISTRICT NO. 122"
"Clark","VANCOUVER SCHOOL DISTRICT NO. 37 Proposition No. 1 Replacement Levy for Educational Maintenance and Operations","Yes","","18378","71.4291","VANCOUVER SCHOOL DISTRICT NO. 37"
"Clark","VANCOUVER SCHOOL DISTRICT NO. 37 Proposition No. 1 Replacement Levy for Educational Maintenance and Operations","No","","7351","28.5709","VANCOUVER SCHOOL DISTRICT NO. 37"
"Columbia","DAYTON SCHOOL DISTRICT 2 PROPOSITION 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","Yes","","889","64.0952","DAYTON SCHOOL DISTRICT 2"
"Columbia","DAYTON SCHOOL DISTRICT 2 PROPOSITION 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","No","","498","35.9048","DAYTON SCHOOL DISTRICT 2"
"Columbia","DAYTON SCHOOL DISTRICT 2 Proposition 2 Capital Levy for Technology, Safety, Security and Efficiency Improvements","Yes","","891","64.4252","DAYTON SCHOOL DISTRICT 2"
"Columbia","DAYTON SCHOOL DISTRICT 2 Proposition 2 Capital Levy for Technology, Safety, Security and Efficiency Improvements","No","","492","35.5748","DAYTON SCHOOL DISTRICT 2"
"Columbia","PRESCOTT SCHOOL DISTRICT 402-37 Proposition 1 Replacement Maintenance and Operation Levy","Levy Yes","","5","83.3333","PRESCOTT SCHOOL DISTRICT 402-37"
"Columbia","PRESCOTT SCHOOL DISTRICT 402-37 Proposition 1 Replacement Maintenance and Operation Levy","Levy No","","1","16.6667","PRESCOTT SCHOOL DISTRICT 402-37"
"Columbia","WAITSBURG SCHOOL DISTRICT 401-100 Proposition 1 Replacement Maintenance and Operation Levy","Levy Yes","","29","76.3158","WAITSBURG SCHOOL DISTRICT 401-100"
"Columbia","WAITSBURG SCHOOL DISTRICT 401-100 Proposition 1 Replacement Maintenance and Operation Levy","Levy No","","9","23.6842","WAITSBURG SCHOOL DISTRICT 401-100"
"Columbia","WAITSBURG SCHOOL DISTRICT 401-100 Proposition 2 Bonds to Improve and Upgrade Waitsburg School Facilities","Approved","","23","60.5263","WAITSBURG SCHOOL DISTRICT 401-100"
"Columbia","WAITSBURG SCHOOL DISTRICT 401-100 Proposition 2 Bonds to Improve and Upgrade Waitsburg School Facilities","Rejected","","15","39.4737","WAITSBURG SCHOOL DISTRICT 401-100"
"Douglas","BREWSTER SD Proposition 1 School Facilities Improvements General Obligation Bonds - $17,881,998","Approved","","47","48.4536","BREWSTER SD"
"Douglas","BREWSTER SD Proposition 1 School Facilities Improvements General Obligation Bonds - $17,881,998","Rejected","","50","51.5464","BREWSTER SD"
"Douglas","BRIDGEPORT SD Proposition 1 Maintenance And Operation Levy","LEVY____  YES","","213","61.2069","BRIDGEPORT SD"
"Douglas","BRIDGEPORT SD Proposition 1 Maintenance And Operation Levy","LEVY ____ NO","","135","38.7931","BRIDGEPORT SD"
"Douglas","LAKE CHELAN SD PROPOSITION 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY . . . YES ","","20","54.0541","LAKE CHELAN SD"
"Douglas","LAKE CHELAN SD PROPOSITION 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY . . . NO","","17","45.9459","LAKE CHELAN SD"
"Douglas","LAKE CHELAN SD PROPOSITION 2 CAPITAL LEVY FOR EDUCATIONAL TECHNOLOGY IMPROVEMENTS","LEVY . . . YES ","","25","67.5676","LAKE CHELAN SD"
"Douglas","LAKE CHELAN SD PROPOSITION 2 CAPITAL LEVY FOR EDUCATIONAL TECHNOLOGY IMPROVEMENTS","LEVY . . . NO ","","12","32.4324","LAKE CHELAN SD"
"Douglas","MANSFIELD SD Proposition 1  FOUR YEAR SCHOOL MAINTENANCE AND OPERATION LEVY","LEVY____  YES","","130","72.2222","MANSFIELD SD"
"Douglas","MANSFIELD SD Proposition 1  FOUR YEAR SCHOOL MAINTENANCE AND OPERATION LEVY","LEVY ____ NO","","50","27.7778","MANSFIELD SD"
"Douglas","ORONDO SD Proposition 1 TWO-YEAR REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY____  YES","","129","57.8475","ORONDO SD"
"Douglas","ORONDO SD Proposition 1 TWO-YEAR REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY ____ NO","","94","42.1525","ORONDO SD"
"Douglas","PALISADES SD Proposition 1 Maintenance And Operation Levy","LEVY____  YES","","56","86.1538","PALISADES SD"
"Douglas","PALISADES SD Proposition 1 Maintenance And Operation Levy","LEVY ____ NO","","9","13.8462","PALISADES SD"
"Douglas","QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","Approved","","24","82.7586","QUINCY SD"
"Douglas","QUINCY SD PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","Rejected","","5","17.2414","QUINCY SD"
"Ferry","SCHOOL DISTRICT 065 Maintance and Operation Levy ","Levy Yes","","66","55","SCHOOL DISTRICT 065"
"Ferry","SCHOOL DISTRICT 065 Maintance and Operation Levy ","Levy No","","54","45","SCHOOL DISTRICT 065"
"Franklin","Kahlotus School District Proposition No. 1 Replacement of Expiring Maintenance and Operation Levy","Levy Yes","","74","77.8947","Kahlotus School District"
"Franklin","Kahlotus School District Proposition No. 1 Replacement of Expiring Maintenance and Operation Levy","Levy No","","21","22.1053","Kahlotus School District"
"Franklin","N Franklin School District Proposition No. 1 Replacement of Expiring Maintenance and Operation Levy","Levy Yes","","766","69.5731","N Franklin School District"
"Franklin","N Franklin School District Proposition No. 1 Replacement of Expiring Maintenance and Operation Levy","Levy No","","335","30.4269","N Franklin School District"
"Franklin","Pasco School District Proposition No. 1 Replacement of Expiring Maintenance and Operation Levy","Levy Yes","","5406","59.3153","Pasco School District"
"Franklin","Pasco School District Proposition No. 1 Replacement of Expiring Maintenance and Operation Levy","Levy No","","3708","40.6847","Pasco School District"
"Franklin","Washtucna School District Proposition No. 1 Replacement Maintenance and Operation Levy","Levy, Yes","","0","0","Washtucna School District"
"Franklin","Washtucna School District Proposition No. 1 Replacement Maintenance and Operation Levy","Levy, No","","0","0","Washtucna School District"
"Grant","Wahluke School Dist #73 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATION PROGRAMS, MAINTENANCE AND OPERATION LEVY","LEVY...YES","","280","58.9474","Wahluke School Dist #73"
"Grant","Wahluke School Dist #73 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATION PROGRAMS, MAINTENANCE AND OPERATION LEVY","LEVY...NO","","195","41.0526","Wahluke School Dist #73"
"Grant","Quincy School Dist #144 PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","Approved","","1374","63.9367","Quincy School Dist #144"
"Grant","Quincy School Dist #144 PROPOSITION NO. 1 BONDS TO CONSTRUCT, RENOVATE AND IMPROVE SCHOOL FACILITIES","Rejected","","775","36.0633","Quincy School Dist #144"
"Grant","Warden School Dist #146 PROPOSITION NO. 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY...YES","","283","61.5217","Warden School Dist #146"
"Grant","Warden School Dist #146 PROPOSITION NO. 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY... NO","","177","38.4783","Warden School Dist #146"
"Grant","Soap Lake School Dist #156 PROPOSITION NO. 1 TWO-YEAR SPECIAL LEVY FOR THE TRANSPORTATION FUND","SPECIAL LEVY...YES","","314","51.7298","Soap Lake School Dist #156"
"Grant","Soap Lake School Dist #156 PROPOSITION NO. 1 TWO-YEAR SPECIAL LEVY FOR THE TRANSPORTATION FUND","SPECIAL LEVY... NO","","293","48.2702","Soap Lake School Dist #156"
"Grant","Soap Lake School Dist #156 PROPOSITION NO. 2 FOUR YEAR SPECIAL LEVY FOR MAINTENANCE AND OPERATIONS","SPECIAL LEVY... YES","","207","34.1584","Soap Lake School Dist #156"
"Grant","Soap Lake School Dist #156 PROPOSITION NO. 2 FOUR YEAR SPECIAL LEVY FOR MAINTENANCE AND OPERATIONS","SPECIAL LEVY... NO","","399","65.8416","Soap Lake School Dist #156"
"Grant","Royal School Dist #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS, MAINTENANCE AND OPERATION LEVY","LEVY... YES","","392","63.6364","Royal School Dist #160"
"Grant","Royal School Dist #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS, MAINTENANCE AND OPERATION LEVY","LEVY... NO","","224","36.3636","Royal School Dist #160"
"Grant","Odessa School Dist #166 Proposition 1 Replacement Maintenance and Operation Levy","LEVY...YES","","2","20","Odessa School Dist #166"
"Grant","Odessa School Dist #166 Proposition 1 Replacement Maintenance and Operation Levy","LEVY...NO","","8","80","Odessa School Dist #166"
"Grant","Odessa School Dist #166 Proposition 2 Replacement Capital Levy for School Improvements","LEVY...YES","","2","20","Odessa School Dist #166"
"Grant","Odessa School Dist #166 Proposition 2 Replacement Capital Levy for School Improvements","LEVY...NO","","8","80","Odessa School Dist #166"
"Grant","Wilson Creek School Dist #167 PROPOSITION NO. 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY...YES","","99","73.8806","Wilson Creek School Dist #167"
"Grant","Wilson Creek School Dist #167 PROPOSITION NO. 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY... NO","","35","26.1194","Wilson Creek School Dist #167"
"Grays Harbor","Sch Dist 5 - Aberdeen PROPOSITION 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS, MAINTENANCE ","Yes","","1866","60.7818","Sch Dist 5 - Aberdeen"
"Grays Harbor","Sch Dist 5 - Aberdeen PROPOSITION 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS, MAINTENANCE ","No","","1204","39.2182","Sch Dist 5 - Aberdeen"
"Grays Harbor","Sch Dist 28 - Hoquiam PROPOSITION 1 SCHOOL MAINTENANCE AND OPERATION LEVY","Yes","","1176","65.0802","Sch Dist 28 - Hoquiam"
"Grays Harbor","Sch Dist 28 - Hoquiam PROPOSITION 1 SCHOOL MAINTENANCE AND OPERATION LEVY","No","","631","34.9198","Sch Dist 28 - Hoquiam"
"Grays Harbor","Sch Dist 64 - N. Beach PROPOSITION 1 MAINTENANCE AND OPERATION REPLACEMENT LEVY","Yes","","1295","63.6051","Sch Dist 64 - N. Beach"
"Grays Harbor","Sch Dist 64 - N. Beach PROPOSITION 1 MAINTENANCE AND OPERATION REPLACEMENT LEVY","No","","741","36.3949","Sch Dist 64 - N. Beach"
"Grays Harbor","Sch Dist 65 - McCleary PROPOSITION 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS, MAINTENANCE AND OPERATIONS LEVY","Yes","","351","58.4027","Sch Dist 65 - McCleary"
"Grays Harbor","Sch Dist 65 - McCleary PROPOSITION 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS, MAINTENANCE AND OPERATIONS LEVY","No","","250","41.5973","Sch Dist 65 - McCleary"
"Grays Harbor","Sch Dist 66 - Montesano PROPOSITION 1 SCHOOL MAINTENANCE &amp; OPERATION LEVIES","Yes","","1218","60.8696","Sch Dist 66 - Montesano"
"Grays Harbor","Sch Dist 66 - Montesano PROPOSITION 1 SCHOOL MAINTENANCE &amp; OPERATION LEVIES","No","","783","39.1304","Sch Dist 66 - Montesano"
"Grays Harbor","Sch Dist 68 - Elma PROPOSITION 1 REPLACEMENT MAINTENANCE &amp; OPERATION LEVIES","Yes","","1023","64.8289","Sch Dist 68 - Elma"
"Grays Harbor","Sch Dist 68 - Elma PROPOSITION 1 REPLACEMENT MAINTENANCE &amp; OPERATION LEVIES","No","","555","35.1711","Sch Dist 68 - Elma"
"Grays Harbor","Sch Dist 97 - Quinault PROPOSITION 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS, MAINTENANCE AND OPERATIONS LEVY","Yes","","140","63.9269","Sch Dist 97 - Quinault"
"Grays Harbor","Sch Dist 97 - Quinault PROPOSITION 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS, MAINTENANCE AND OPERATIONS LEVY","No","","79","36.0731","Sch Dist 97 - Quinault"
"Grays Harbor","Sch Dist 99 -Cosmopolis PROPOSITION 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS, MAINTENANCE AND OPERATIONS LEVY","Yes","","340","69.3878","Sch Dist 99 -Cosmopolis"
"Grays Harbor","Sch Dist 99 -Cosmopolis PROPOSITION 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS, MAINTENANCE AND OPERATIONS LEVY","No","","150","30.6122","Sch Dist 99 -Cosmopolis"
"Grays Harbor","Sch Dist 99 -Cosmopolis PROPOSITION 2 BONDS TO RENOVATE COSMOPOLIS SCHOOL","Approved","","320","66.6667","Sch Dist 99 -Cosmopolis"
"Grays Harbor","Sch Dist 99 -Cosmopolis PROPOSITION 2 BONDS TO RENOVATE COSMOPOLIS SCHOOL","Rejected","","160","33.3333","Sch Dist 99 -Cosmopolis"
"Grays Harbor","Sch Dist 117 - Wishkah PROPOSITION 1 SCHOOL MAINTENANCE AND OPERATION LEVIES","Yes","","177","65.5556","Sch Dist 117 - Wishkah"
"Grays Harbor","Sch Dist 117 - Wishkah PROPOSITION 1 SCHOOL MAINTENANCE AND OPERATION LEVIES","No","","93","34.4444","Sch Dist 117 - Wishkah"
"Grays Harbor","Sch Dist 79 - M Knight School Maintenance and Operation Levy ","Levy...Yes","","19","61.2903","Sch Dist 79 - M Knight"
"Grays Harbor","Sch Dist 79 - M Knight School Maintenance and Operation Levy ","Levy...No","","12","38.7097","Sch Dist 79 - M Knight"
"Grays Harbor","Sch Dist 400 - Oakville PROPOSITION 1 MAINTENANCE &amp; OPERATION REPLACEMENT LEVY","Yes","","198","50","Sch Dist 400 - Oakville"
"Grays Harbor","Sch Dist 400 - Oakville PROPOSITION 1 MAINTENANCE &amp; OPERATION REPLACEMENT LEVY","No","","198","50","Sch Dist 400 - Oakville"
"Grays Harbor","Sch Dist 61 - Rochester Proposition No. 1, Replacement Educational Programs and Operations Levy ","Yes","","6","100","Sch Dist 61 - Rochester"
"Grays Harbor","Sch Dist 61 - Rochester Proposition No. 1, Replacement Educational Programs and Operations Levy ","No","","0","0","Sch Dist 61 - Rochester"
"Grays Harbor","Fire District 4 PROPOSITION NO. 1 EMERGENCY MEDICAL SERVICES LEVY","Yes","","143","77.7174","Fire District 4"
"Grays Harbor","Fire District 4 PROPOSITION NO. 1 EMERGENCY MEDICAL SERVICES LEVY","No","","41","22.2826","Fire District 4"
"Island","SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","Yes","","3721","70.9167","SO WHIDBEY SCH 206"
"Island","SO WHIDBEY SCH 206 South Whidbey School District No. 206 - Proposition No. 1 Replacement Maintenance and Operation Levy","No","","1526","29.0833","SO WHIDBEY SCH 206"
"Island","STANWOOD SCH 401 Stanwood-Camano School District 401 Proposition No. 1 Educational Maintenance and Operations Levy","Yes","","3305","64.4124","STANWOOD SCH 401"
"Island","STANWOOD SCH 401 Stanwood-Camano School District 401 Proposition No. 1 Educational Maintenance and Operations Levy","No","","1826","35.5876","STANWOOD SCH 401"
"Jefferson","Brinnon School District No. 46 Proposition No. 1 School Maintenance and Operation Levy","Levy ... Yes","","329","64.5098","Brinnon School District No. 46"
"Jefferson","Brinnon School District No. 46 Proposition No. 1 School Maintenance and Operation Levy","Levy ... No","","181","35.4902","Brinnon School District No. 46"
"Jefferson","Quilcene School District No. 48 Proposition No. 1 Maintenance and Operation Levy","Levy ... Yes","","440","66.9711","Quilcene School District No. 48"
"Jefferson","Quilcene School District No. 48 Proposition No. 1 Maintenance and Operation Levy","Levy ... No","","217","33.0289","Quilcene School District No. 48"
"Jefferson","Chimacum School District No. 49 Proposition No. 1 General Obligation Bonds - $29,100,000","Approved","","2749","58.0448","Chimacum School District No. 49"
"Jefferson","Chimacum School District No. 49 Proposition No. 1 General Obligation Bonds - $29,100,000","Rejected","","1987","41.9552","Chimacum School District No. 49"
"Jefferson","Port Townsend School District No. 50 Proposition No. 1 Bonds to Construct and Improve Schools","Approved","","4884","73.2893","Port Townsend School District No. 50"
"Jefferson","Port Townsend School District No. 50 Proposition No. 1 Bonds to Construct and Improve Schools","Rejected","","1780","26.7107","Port Townsend School District No. 50"
"Jefferson","Sequim School District No. 323 Proposition No. 1 School Improvements General Obligation Bonds - $54,000,000","APPROVED","","103","55.6757","Sequim School District No. 323"
"Jefferson","Sequim School District No. 323 Proposition No. 1 School Improvements General Obligation Bonds - $54,000,000","REJECTED","","82","44.3243","Sequim School District No. 323"
"Jefferson","Discovery Bay Fire District No. 5 Proposition No. 1 Bonds for Fire Station and Related Capital Equipment","Approved","","112","62.5698","Discovery Bay Fire District No. 5"
"Jefferson","Discovery Bay Fire District No. 5 Proposition No. 1 Bonds for Fire Station and Related Capital Equipment","Rejected","","67","37.4302","Discovery Bay Fire District No. 5"
"King","Auburn School District No. 408 Proposition No. 1 Educational Program and Operations Replacement Levy","Yes","","5518","54.9","Auburn School District No. 408"
"King","Auburn School District No. 408 Proposition No. 1 Educational Program and Operations Replacement Levy","No","","4533","45.1","Auburn School District No. 408"
"King","Fife School District No. 417 Proposition No. 1 Capital Projects Technology Levy","Yes","","399","55.9607","Fife School District No. 417"
"King","Fife School District No. 417 Proposition No. 1 Capital Projects Technology Levy","No","","314","44.0393","Fife School District No. 417"
"Kitsap","BREMERTON SCHOOL DISTRICT NO. 100-C Proposition No. 1 Capital Projects Levy","Yes","","4237","61.7999","BREMERTON SCHOOL DISTRICT NO. 100-C"
"Kitsap","BREMERTON SCHOOL DISTRICT NO. 100-C Proposition No. 1 Capital Projects Levy","No","","2619","38.2001","BREMERTON SCHOOL DISTRICT NO. 100-C"
