Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
ALDERWOOD,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Rejected,50
ALDERWOOD,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Times Blank Voted,0
ALDERWOOD,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Times Counted,181
ALDERWOOD,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Times Over Voted,0
ALPINE,Proposed Eastside Regional Fire Authority Proposition No. 1,5,3,1,Total,NP,No,78
ALPINE,Proposed Eastside Regional Fire Authority Proposition No. 1,5,3,1,Total,NP,Registered Voters,603
ALPINE,Proposed Eastside Regional Fire Authority Proposition No. 1,5,3,1,Total,NP,Times Blank Voted,0
ALPINE,Proposed Eastside Regional Fire Authority Proposition No. 1,5,3,1,Total,NP,Times Counted,146
ALPINE,Proposed Eastside Regional Fire Authority Proposition No. 1,5,3,1,Total,NP,Times Over Voted,0
ALPINE,Proposed Eastside Regional Fire Authority Proposition No. 1,5,3,1,Total,NP,Yes,68
AMES LAKE,Proposed Eastside Regional Fire Authority Proposition No. 1,5,3,1,Total,NP,No,17
AMES LAKE,Proposed Eastside Regional Fire Authority Proposition No. 1,5,3,1,Total,NP,Registered Voters,85
AMES LAKE,Proposed Eastside Regional Fire Authority Proposition No. 1,5,3,1,Total,NP,Times Blank Voted,0
AMES LAKE,Proposed Eastside Regional Fire Authority Proposition No. 1,5,3,1,Total,NP,Times Counted,27
AMES LAKE,Proposed Eastside Regional Fire Authority Proposition No. 1,5,3,1,Total,NP,Times Over Voted,0
AMES LAKE,Proposed Eastside Regional Fire Authority Proposition No. 1,5,3,1,Total,NP,Yes,10
ARIA,Kent School District No. 415 Proposition No. 1,11,9,8,Total,NP,Approved,87
ARIA,Kent School District No. 415 Proposition No. 1,11,9,8,Total,NP,Registered Voters,424
ARIA,Kent School District No. 415 Proposition No. 1,11,9,8,Total,NP,Rejected,40
ARIA,Kent School District No. 415 Proposition No. 1,11,9,8,Total,NP,Times Blank Voted,0
ARIA,Kent School District No. 415 Proposition No. 1,11,9,8,Total,NP,Times Counted,127
ARIA,Kent School District No. 415 Proposition No. 1,11,9,8,Total,NP,Times Over Voted,0
ARTHUR,Issaquah School District No. 411 Proposition No. 1,5,9,8,Total,NP,Approved,73
ARTHUR,Issaquah School District No. 411 Proposition No. 1,5,9,8,Total,NP,Registered Voters,385
ARTHUR,Issaquah School District No. 411 Proposition No. 1,5,9,8,Total,NP,Rejected,51
ARTHUR,Issaquah School District No. 411 Proposition No. 1,5,9,8,Total,NP,Times Blank Voted,1
ARTHUR,Issaquah School District No. 411 Proposition No. 1,5,9,8,Total,NP,Times Counted,125
ARTHUR,Issaquah School District No. 411 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
ARTHUR,Proposed Eastside Regional Fire Authority Proposition No. 1,5,9,8,Total,NP,No,42
ARTHUR,Proposed Eastside Regional Fire Authority Proposition No. 1,5,9,8,Total,NP,Registered Voters,372
ARTHUR,Proposed Eastside Regional Fire Authority Proposition No. 1,5,9,8,Total,NP,Times Blank Voted,0
ARTHUR,Proposed Eastside Regional Fire Authority Proposition No. 1,5,9,8,Total,NP,Times Counted,123
ARTHUR,Proposed Eastside Regional Fire Authority Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
ARTHUR,Proposed Eastside Regional Fire Authority Proposition No. 1,5,9,8,Total,NP,Yes,81
AUB 47-0059,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Approved,1
AUB 47-0059,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Registered Voters,2
AUB 47-0059,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Rejected,0
AUB 47-0059,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-0059,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Counted,1
AUB 47-0059,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-0073,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Approved,0
AUB 47-0073,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Registered Voters,2
AUB 47-0073,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Rejected,0
AUB 47-0073,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-0073,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Counted,0
AUB 47-0073,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-2839,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Approved,42
AUB 47-2839,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Registered Voters,175
AUB 47-2839,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Rejected,30
AUB 47-2839,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-2839,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Counted,72
AUB 47-2839,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-3187,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Approved,9
AUB 47-3187,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Registered Voters,53
AUB 47-3187,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Rejected,10
AUB 47-3187,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-3187,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Counted,19
AUB 47-3187,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-3538,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Approved,2
AUB 47-3538,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Registered Voters,21
AUB 47-3538,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Rejected,1
AUB 47-3538,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-3538,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Counted,3
AUB 47-3538,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-3585,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Approved,9
AUB 47-3585,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Registered Voters,80
AUB 47-3585,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Rejected,8
AUB 47-3585,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
AUB 47-3585,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Counted,17
AUB 47-3585,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
AUB 47-3718,Kent School District No. 415 Proposition No. 1,,,,Total,NP,Approved,44
AUB 47-3718,Kent School District No. 415 Proposition No. 1,,,,Total,NP,Registered Voters,257
AUB 47-3718,Kent School District No. 415 Proposition No. 1,,,,Total,NP,Rejected,42
AUB 47-3718,Kent School District No. 415 Proposition No. 1,,,,Total,NP,Times Blank Voted,0
AUB 47-3718,Kent School District No. 415 Proposition No. 1,,,,Total,NP,Times Counted,86
AUB 47-3718,Kent School District No. 415 Proposition No. 1,,,,Total,NP,Times Over Voted,0
AVONDALE,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Approved,69
AVONDALE,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Registered Voters,297
AVONDALE,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Rejected,58
AVONDALE,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Times Blank Voted,0
AVONDALE,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Times Counted,127
AVONDALE,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Times Over Voted,0
BACUS,King County Fire Protection District No. 45 Proposition No. 1,5,3,1,Total,NP,No,37
BACUS,King County Fire Protection District No. 45 Proposition No. 1,5,3,1,Total,NP,Registered Voters,470
BACUS,King County Fire Protection District No. 45 Proposition No. 1,5,3,1,Total,NP,Times Blank Voted,0
BACUS,King County Fire Protection District No. 45 Proposition No. 1,5,3,1,Total,NP,Times Counted,152
BACUS,King County Fire Protection District No. 45 Proposition No. 1,5,3,1,Total,NP,Times Over Voted,0
BACUS,King County Fire Protection District No. 45 Proposition No. 1,5,3,1,Total,NP,Yes,115
BAKER,Vashon Island School District No. 402 Proposition No. 1,34,8,7,Total,NP,No,75
BAKER,Vashon Island School District No. 402 Proposition No. 1,34,8,7,Total,NP,Registered Voters,631
BAKER,Vashon Island School District No. 402 Proposition No. 1,34,8,7,Total,NP,Times Blank Voted,0
BAKER,Vashon Island School District No. 402 Proposition No. 1,34,8,7,Total,NP,Times Counted,256
BAKER,Vashon Island School District No. 402 Proposition No. 1,34,8,7,Total,NP,Times Over Voted,0
BAKER,Vashon Island School District No. 402 Proposition No. 1,34,8,7,Total,NP,Yes,181
B-D 05-2407,Kent School District No. 415 Proposition No. 1,5,9,8,Total,NP,Approved,56
B-D 05-2407,Kent School District No. 415 Proposition No. 1,5,9,8,Total,NP,Registered Voters,366
B-D 05-2407,Kent School District No. 415 Proposition No. 1,5,9,8,Total,NP,Rejected,44
B-D 05-2407,Kent School District No. 415 Proposition No. 1,5,9,8,Total,NP,Times Blank Voted,0
B-D 05-2407,Kent School District No. 415 Proposition No. 1,5,9,8,Total,NP,Times Counted,100
B-D 05-2407,Kent School District No. 415 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
B-D 05-2413,Kent School District No. 415 Proposition No. 1,5,9,8,Total,NP,Approved,53
B-D 05-2413,Kent School District No. 415 Proposition No. 1,5,9,8,Total,NP,Registered Voters,427
B-D 05-2413,Kent School District No. 415 Proposition No. 1,5,9,8,Total,NP,Rejected,79
B-D 05-2413,Kent School District No. 415 Proposition No. 1,5,9,8,Total,NP,Times Blank Voted,0
B-D 05-2413,Kent School District No. 415 Proposition No. 1,5,9,8,Total,NP,Times Counted,132
B-D 05-2413,Kent School District No. 415 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
BEAR CREEK,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Approved,133
BEAR CREEK,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Registered Voters,470
BEAR CREEK,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Rejected,79
BEAR CREEK,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Times Blank Voted,0
BEAR CREEK,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Times Counted,212
BEAR CREEK,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Times Over Voted,0
BEL 41-1026,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Approved,14
BEL 41-1026,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Registered Voters,153
BEL 41-1026,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Rejected,11
BEL 41-1026,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Blank Voted,0
BEL 41-1026,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Counted,25
BEL 41-1026,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Over Voted,0
BEL 41-2447,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Approved,25
BEL 41-2447,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Registered Voters,183
BEL 41-2447,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Rejected,16
BEL 41-2447,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Blank Voted,0
BEL 41-2447,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Counted,41
BEL 41-2447,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Over Voted,0
BEL 41-2484,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Approved,86
BEL 41-2484,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Registered Voters,410
BEL 41-2484,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Rejected,41
BEL 41-2484,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Blank Voted,0
BEL 41-2484,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Counted,127
BEL 41-2484,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Over Voted,0
BEL 41-2935,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Approved,107
BEL 41-2935,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Registered Voters,420
BEL 41-2935,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Rejected,31
BEL 41-2935,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Blank Voted,0
BEL 41-2935,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Counted,138
BEL 41-2935,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Over Voted,0
BEL 41-2943,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Approved,118
BEL 41-2943,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Registered Voters,382
BEL 41-2943,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Rejected,22
BEL 41-2943,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Blank Voted,1
BEL 41-2943,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Counted,141
BEL 41-2943,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Over Voted,0
BEL 41-3225,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Approved,106
BEL 41-3225,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Registered Voters,540
BEL 41-3225,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Rejected,26
BEL 41-3225,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Blank Voted,1
BEL 41-3225,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Counted,133
BEL 41-3225,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Over Voted,0
BEL 41-3226,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Approved,163
BEL 41-3226,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Registered Voters,520
BEL 41-3226,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Rejected,44
BEL 41-3226,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Blank Voted,0
BEL 41-3226,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Counted,207
BEL 41-3226,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Over Voted,0
BEL 41-3312,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Approved,272
BEL 41-3312,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Registered Voters,791
BEL 41-3312,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Rejected,84
BEL 41-3312,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Blank Voted,0
BEL 41-3312,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Counted,356
BEL 41-3312,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Over Voted,0
BEL 41-3370,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Approved,212
BEL 41-3370,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Registered Voters,806
BEL 41-3370,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Rejected,35
BEL 41-3370,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Blank Voted,2
BEL 41-3370,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Counted,249
BEL 41-3370,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Over Voted,0
BEL 41-3371,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Approved,152
BEL 41-3371,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Registered Voters,702
BEL 41-3371,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Rejected,48
BEL 41-3371,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Blank Voted,0
BEL 41-3371,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Counted,200
BEL 41-3371,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Over Voted,0
BEL 41-3583,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Approved,209
BEL 41-3583,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Registered Voters,731
BEL 41-3583,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Rejected,84
BEL 41-3583,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Blank Voted,1
BEL 41-3583,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Counted,294
BEL 41-3583,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Over Voted,0
BEL 41-3657,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Approved,45
BEL 41-3657,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Registered Voters,249
BEL 41-3657,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Rejected,21
BEL 41-3657,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Blank Voted,0
BEL 41-3657,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Counted,66
BEL 41-3657,Issaquah School District No. 411 Proposition No. 1,41,9,9,Total,NP,Times Over Voted,0
BEL 41-3684,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Approved,75
BEL 41-3684,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Registered Voters,248
BEL 41-3684,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Rejected,18
BEL 41-3684,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Blank Voted,0
BEL 41-3684,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Counted,93
BEL 41-3684,Issaquah School District No. 411 Proposition No. 1,41,6,9,Total,NP,Times Over Voted,0
BEL 48-0190,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Approved,53
BEL 48-0190,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Registered Voters,444
BEL 48-0190,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Rejected,26
BEL 48-0190,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Times Blank Voted,1
BEL 48-0190,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Times Counted,80
BEL 48-0190,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Times Over Voted,0
BEL 48-0227,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Approved,32
BEL 48-0227,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Registered Voters,161
BEL 48-0227,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Rejected,21
BEL 48-0227,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Times Blank Voted,0
BEL 48-0227,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Times Counted,53
BEL 48-0227,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Times Over Voted,0
BEL 48-0694,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Approved,37
BEL 48-0694,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Registered Voters,173
BEL 48-0694,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Rejected,16
BEL 48-0694,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Times Blank Voted,0
BEL 48-0694,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Times Counted,53
BEL 48-0694,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Times Over Voted,0
BEL 48-1049,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Approved,0
BEL 48-1049,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Registered Voters,1
BEL 48-1049,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Rejected,0
BEL 48-1049,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Times Blank Voted,0
BEL 48-1049,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Times Counted,0
BEL 48-1049,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Times Over Voted,0
BEL 48-2715,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Approved,35
BEL 48-2715,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Registered Voters,185
BEL 48-2715,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Rejected,19
BEL 48-2715,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Times Blank Voted,0
BEL 48-2715,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Times Counted,54
BEL 48-2715,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Times Over Voted,0
BEL 48-2773,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Approved,57
BEL 48-2773,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Registered Voters,288
BEL 48-2773,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Rejected,29
BEL 48-2773,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Times Blank Voted,0
BEL 48-2773,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Times Counted,86
BEL 48-2773,Lake Washington School District No. 414 Proposition No. 1,48,6,9,Total,NP,Times Over Voted,0
BEL 48-3498,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Approved,47
BEL 48-3498,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Registered Voters,231
BEL 48-3498,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Rejected,21
BEL 48-3498,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Times Blank Voted,1
BEL 48-3498,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Times Counted,69
BEL 48-3498,Issaquah School District No. 411 Proposition No. 1,48,6,9,Total,NP,Times Over Voted,0
BERRYDALE,Kent Fire Department Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,No,18
BERRYDALE,Kent Fire Department Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Registered Voters,140
BERRYDALE,Kent Fire Department Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
BERRYDALE,Kent Fire Department Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Counted,34
BERRYDALE,Kent Fire Department Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
BERRYDALE,Kent Fire Department Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Yes,16
BERRYDALE,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Approved,83
BERRYDALE,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Registered Voters,511
BERRYDALE,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Rejected,87
BERRYDALE,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Blank Voted,0
BERRYDALE,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Counted,170
BERRYDALE,Kent School District No. 415 Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
BIG BEND,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,No,21
BIG BEND,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Registered Voters,140
BIG BEND,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Times Blank Voted,0
BIG BEND,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Times Counted,35
BIG BEND,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Times Over Voted,0
BIG BEND,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Yes,14
BIG BEND,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Approved,6
BIG BEND,Lake Washington School District No. 414 Proposition No. 1,45,3,1,Total,NP,Registered Voters,43
