"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","Total","-1","1936"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","Total","-1","1123"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","Total","-1","1038"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-515","28515","151"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-515","28515","57"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-515","28515","53"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-516","28516","89"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-516","28516","64"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-516","28516","73"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-517","28517","125"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-517","28517","83"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-517","28517","60"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-518","28518","81"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-518","28518","73"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-518","28518","69"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-519","28519","138"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-519","28519","59"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-519","28519","69"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-520","28520","110"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-520","28520","58"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-520","28520","89"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-521","28521","105"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-521","28521","61"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-521","28521","75"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-522","28522","151"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-522","28522","78"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-522","28522","66"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-523","28523","122"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-523","28523","118"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-523","28523","42"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-524","28524","119"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-524","28524","63"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-524","28524","89"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-525","28525","166"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-525","28525","79"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-525","28525","57"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-526","28526","103"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-526","28526","55"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-526","28526","50"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-527","28527","150"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-527","28527","84"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-527","28527","67"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-528","28528","131"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-528","28528","62"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-528","28528","55"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-529","28529","63"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-529","28529","54"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-529","28529","42"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-530","28530","27"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-530","28530","16"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-530","28530","28"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Mari Leavitt","28-531","28531","105"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Daniel (Dan) Harkins","28-531","28531","59"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","PI","Vivian Foster","28-531","28531","54"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","Total","-1","1745"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","Total","-1","2210"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-515","28515","84"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-515","28515","170"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-516","28516","116"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-516","28516","103"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-517","28517","129"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-517","28517","134"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-518","28518","94"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-518","28518","124"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-519","28519","88"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-519","28519","163"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-520","28520","121"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-520","28520","132"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-521","28521","119"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-521","28521","122"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-522","28522","108"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-522","28522","177"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-523","28523","99"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-523","28523","158"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-524","28524","98"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-524","28524","169"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-525","28525","125"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-525","28525","167"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-526","28526","93"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-526","28526","103"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-527","28527","147"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-527","28527","140"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-528","28528","122"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-528","28528","118"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-529","28529","79"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-529","28529","78"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-530","28530","29"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-530","28530","37"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Bob Jackson","28-531","28531","94"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","PI","Joe Scorcio","28-531","28531","115"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","Total","-1","3683"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-515","28515","224"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-516","28516","196"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-517","28517","244"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-518","28518","206"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-519","28519","237"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-520","28520","251"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-521","28521","225"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-522","28522","273"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-523","28523","238"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-524","28524","243"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-525","28525","268"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-526","28526","181"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-527","28527","275"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-528","28528","228"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-529","28529","147"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-530","28530","58"
"PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","PI","Mary Schmidtke","28-531","28531","189"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","Total","-1","574"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","Total","-1","487"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","ALMA","1","15"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","ALMA","1","16"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","BOSTON","6","31"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","BOSTON","6","35"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","DULEY LAKE","12","9"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","DULEY LAKE","12","13"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","EASTSIDE","14","27"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","EASTSIDE","14","34"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","ELMWAY","17","10"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","ELMWAY","17","17"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","MALOTT","20","27"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","MALOTT","20","30"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","SPRING COULEE","36","28"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","SPRING COULEE","36","19"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","CHILIWIST","45","13"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","CHILIWIST","45","34"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN RURAL","47","30"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN RURAL","47","12"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","ORCHARD","54","24"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","ORCHARD","54","13"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","NORTH MALOTT","92","25"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","NORTH MALOTT","92","31"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN #1","105","11"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN #1","105","8"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN #2","106","26"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN #2","106","15"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN #3","107","7"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN #3","107","13"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN #4(*)","108","0"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN #4(*)","108","0"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OMAK LAKE(*)","193","0"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OMAK LAKE(*)","193","0"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","GLOVER","199","21"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","GLOVER","199","30"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","FLETCHER","200","20"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","FLETCHER","200","27"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","MOCK","201","22"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","MOCK","201","18"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN #5","217","31"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN #5","217","21"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN #6","218","26"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN #6","218","11"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN #7","219","6"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN #7","219","5"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN #8","220","22"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN #8","220","11"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN #9","221","28"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN #9","221","17"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN #10","222","41"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN #10","222","16"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN #11","223","28"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN #11","223","7"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","APPROVED","OKANOGAN #12","224","12"
"OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","OK","REJECTED","OKANOGAN #12","224","12"
