COUNTY,PRECINCT,POSITION,DISTRICT CODE,PARTY,CANDIDATE NAME,VOTES
Spokane,4002,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1279
Spokane,4003,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,971
Spokane,4004,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,749
Spokane,4005,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1122
Spokane,4006,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1002
Spokane,4007,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,547
Spokane,4008,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,450
Spokane,4009,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,754
Spokane,4010,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,510
Spokane,4011,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,951
Spokane,4012,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,963
Spokane,4013,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,682
Spokane,4014,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,464
Spokane,4015,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,966
Spokane,4016,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1228
Spokane,4017,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,831
Spokane,4018,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,617
Spokane,4019,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,653
Spokane,4020,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,915
Spokane,4021,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,855
Spokane,4022,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,820
Spokane,4023,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,190
Spokane,4024,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,934
Spokane,4025,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1050
Spokane,4026,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,614
Spokane,4027,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,496
Spokane,4028,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1038
Spokane,4029,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,687
Spokane,4100,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,5
Spokane,4101,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,168
Spokane,4200,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,646
Spokane,4201,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,393
Spokane,4300,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1775
Spokane,4301,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1356
Spokane,4400,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,845
Spokane,4401,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,962
Spokane,4402,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,852
Spokane,4403,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1019
Spokane,4404,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1287
Spokane,4405,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,728
Spokane,4406,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1169
Spokane,4407,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,955
Spokane,4408,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,999
Spokane,4409,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1109
Spokane,4410,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1829
Spokane,4411,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,655
Spokane,4412,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1316
Spokane,4413,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,992
Spokane,4414,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1015
Spokane,4415,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1348
Spokane,4416,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1095
Spokane,4417,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1200
Spokane,4418,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1583
Spokane,4419,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,982
Spokane,4420,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,936
Spokane,4421,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,715
Spokane,4422,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,848
Spokane,4423,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1106
Spokane,4424,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,833
Spokane,4425,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,703
Spokane,4426,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1214
Spokane,4427,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1007
Spokane,4428,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1638
Spokane,4429,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1136
Spokane,4430,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,985
Spokane,4431,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,708
Spokane,4432,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1028
Spokane,4433,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1079
Spokane,4434,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1122
Spokane,4435,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,862
Spokane,4436,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1066
Spokane,4437,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1365
Spokane,4438,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,658
Spokane,4439,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1160
Spokane,4440,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1362
Spokane,4441,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,622
Spokane,6000,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,795
Spokane,6001,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1511
Spokane,6002,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,816
Spokane,6003,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,659
Spokane,6004,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,765
Spokane,6005,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1406
Spokane,6006,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,735
Spokane,6007,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,580
Spokane,6008,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,322
Spokane,6009,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1300
Spokane,6010,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,778
Spokane,6011,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,575
Spokane,6012,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,637
Spokane,6014,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,904
Spokane,6015,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,984
Spokane,6016,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,611
Spokane,6017,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,75
Spokane,6018,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,850
Spokane,6019,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,944
Spokane,6020,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1292
Spokane,6021,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,41
Spokane,6022,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,831
Spokane,6023,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1061
Spokane,6024,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,875
Spokane,6025,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,188
Spokane,6026,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,500
Spokane,6027,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,745
Spokane,6028,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,162
Spokane,6029,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,638
Spokane,6030,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,640
Spokane,6031,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,806
Spokane,6032,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,727
Spokane,6033,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,796
Spokane,6034,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,640
Spokane,6035,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,733
Spokane,6036,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,735
Spokane,6037,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,755
Spokane,6038,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,662
Spokane,6039,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,709
Spokane,6100,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1124
Spokane,6101,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1038
Spokane,6102,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,781
Spokane,6103,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1012
Spokane,6104,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1032
Spokane,6105,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1519
Spokane,6106,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1226
Spokane,6107,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,811
Spokane,6108,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,920
Spokane,6109,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,822
Spokane,6110,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,747
Spokane,6111,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,740
Spokane,6112,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,994
Spokane,6113,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,774
Spokane,6114,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,793
Spokane,6115,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,566
Spokane,6116,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1903
Spokane,6117,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,869
Spokane,6118,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,751
Spokane,6119,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1018
Spokane,6120,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,916
Spokane,6121,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,824
Spokane,6122,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,639
Spokane,6123,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,995
Spokane,6124,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,914
Spokane,6125,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,944
Spokane,6126,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,989
Spokane,6127,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1044
Spokane,6128,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1071
Spokane,6129,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,914
Spokane,6130,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,660
Spokane,6131,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,555
Spokane,6132,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,936
Spokane,6133,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1064
Spokane,6134,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,181
Spokane,6135,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1425
Spokane,6136,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1255
Spokane,6137,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1552
Spokane,6138,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,897
Spokane,6139,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,727
Spokane,6140,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1615
Spokane,6141,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1058
Spokane,6142,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,738
Spokane,6143,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,724
Spokane,6144,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1001
Spokane,6145,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,903
Spokane,6146,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,999
Spokane,6147,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,887
Spokane,6148,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,692
Spokane,6149,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,902
Spokane,6150,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,584
Spokane,6151,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1550
Spokane,6400,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,543
Spokane,7000,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1007
Spokane,7001,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1038
Spokane,7002,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,666
Spokane,7003,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,435
Spokane,7004,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,660
Spokane,7005,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,669
Spokane,7006,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,803
Spokane,7007,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1054
Spokane,7008,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1272
Spokane,7009,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,582
Spokane,7010,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,993
Spokane,7011,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,897
Spokane,7012,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,819
Spokane,7100,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,749
Spokane,7101,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,316
Spokane,7200,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,753
Spokane,7300,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1018
Spokane,7301,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,653
Spokane,9000,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,452
Spokane,9001,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,339
Spokane,9002,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,156
Spokane,9003,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1311
Spokane,9004,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,697
Spokane,9005,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,842
Spokane,9006,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,680
Spokane,9007,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1191
Spokane,9008,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,617
Spokane,9009,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,932
Spokane,9010,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,823
Spokane,9011,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,326
Spokane,9012,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,187
Spokane,9013,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,285
Spokane,9014,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,422
Spokane,9015,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1225
Spokane,9016,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,140
Spokane,9017,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,207
Spokane,9018,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,394
Spokane,9019,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,721
Spokane,9020,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,227
Spokane,9100,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1127
Spokane,9101,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,771
Spokane,9200,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,738
Spokane,9201,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,881
Spokane,9202,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,795
Spokane,9203,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1196
Spokane,9300,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,168
Spokane,9400,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,68
Spokane,9500,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,324
Spokane,9600,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,122
Spokane,9700,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,258
Spokane,3100,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,227
Spokane,3101,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,195
